age,balance,marital,job,education,housing,loan,month,day,campaign,duration,deposit
34,384,0,0,0,0,0,0,14,2,551,1
36,2556,1,0,0,0,0,10,13,1,342,1
33,808,0,3,1,0,0,3,19,16,12,1
46,0,0,3,1,1,0,0,26,1,401,1
52,1158,0,3,1,1,0,3,27,4,57,1
33,334,0,3,1,1,0,5,25,1,87,1
29,296,0,5,0,0,0,1,4,1,153,1
36,1653,0,1,2,0,1,0,27,10,336,1
37,1283,0,0,0,0,0,0,20,1,209,1
53,2295,0,5,2,1,0,3,21,10,65,1
28,-42,0,6,0,0,1,2,31,4,143,1
19,55,1,11,0,1,0,4,6,2,89,1
41,365,0,8,2,1,0,3,8,5,203,1
33,772,1,2,0,0,0,7,29,2,323,1
28,334,1,3,1,0,0,0,14,4,438,1
40,1060,0,0,0,0,0,10,17,3,14,1
78,38,0,4,3,1,0,3,4,1,156,1
29,146,1,2,0,0,0,0,19,2,104,1
36,439,0,6,0,0,0,8,6,6,18,1
59,124,0,7,2,0,0,5,18,3,531,1
34,190,0,2,0,0,0,0,15,3,121,1
82,211,0,4,3,1,0,10,22,3,195,1
36,871,0,3,1,1,0,5,18,1,170,1
48,1513,0,3,2,1,0,7,29,2,166,1
36,871,0,5,2,0,1,5,18,1,2,1
25,1298,1,1,0,1,0,11,2,7,206,1
40,360,1,1,0,0,0,0,9,1,73,1
33,597,0,2,1,1,0,8,4,1,134,1
30,457,2,5,0,0,0,1,20,20,115,1
27,2457,1,2,0,0,0,0,29,4,123,1
34,2069,0,1,1,1,0,3,20,2,328,1
28,47,1,2,0,1,0,2,22,2,405,1
40,13,0,5,2,0,0,2,4,1,178,1
47,-71,0,4,0,0,0,3,11,5,293,1
59,27,2,9,3,1,0,0,5,3,347,1
30,-114,1,2,0,0,0,2,21,2,396,1
39,2645,1,6,0,0,0,0,21,3,339,1
44,1025,0,5,0,0,0,1,18,1,200,1
46,2044,1,3,1,1,0,8,4,1,25,1
32,10,0,8,1,0,0,1,2,2,658,1
35,0,2,0,0,1,1,2,14,2,245,1
35,644,1,3,1,0,0,0,30,2,120,1
38,4293,0,3,1,0,0,0,6,2,92,1
27,-238,0,8,2,1,0,2,14,4,132,1
32,-613,2,8,0,0,0,10,15,2,266,1
37,1573,2,0,0,0,0,0,12,3,639,1
59,1728,0,7,1,1,0,2,7,2,575,1
32,15,0,1,1,1,0,0,14,1,226,1
31,-160,0,1,0,0,0,2,14,6,126,1
55,312,0,1,0,1,0,8,6,8,13,1
26,33,1,1,0,1,0,2,23,7,91,1
30,80,1,5,0,0,1,0,5,1,145,1
34,445,0,0,0,1,0,3,19,2,256,1
83,4565,2,4,2,1,0,11,13,2,175,1
46,3262,0,10,2,1,0,3,14,8,77,1
48,559,0,5,2,0,0,0,15,2,1231,1
47,4840,0,5,0,1,0,1,16,1,53,1
31,-302,0,1,0,1,0,3,13,2,195,1
32,73,0,7,3,0,0,5,21,1,158,1
32,4790,0,1,0,0,0,2,22,2,314,1
39,1078,1,0,0,1,0,1,3,3,199,1
54,284,0,3,1,0,1,0,15,5,65,1
55,493,0,4,0,0,0,0,13,7,647,1
28,100,1,1,0,0,0,0,13,5,70,1
48,1042,1,8,0,1,0,5,18,2,129,1
44,3665,0,3,1,1,0,9,17,1,325,1
47,-9,0,1,0,1,0,3,14,2,457,1
43,576,0,5,0,0,1,0,13,1,148,1
53,945,0,8,2,1,0,7,29,2,82,1
42,108,0,5,0,0,0,2,31,21,51,1
39,93,1,3,1,0,1,0,13,2,196,1
37,-97,0,5,0,0,0,1,5,2,135,1
58,3768,0,3,1,0,0,1,18,1,316,1
31,8,1,2,0,1,0,2,7,3,340,1
40,66,0,1,0,0,0,0,12,8,29,1
38,0,0,2,0,1,1,2,16,6,1473,1
46,-637,2,0,0,0,0,5,17,1,153,1
31,0,0,1,0,0,1,7,28,1,71,1
32,26,0,3,1,1,0,3,22,6,222,1
46,4726,0,7,1,0,0,10,8,1,405,1
25,1782,0,5,0,0,0,1,19,1,549,1
28,3430,1,5,0,0,0,1,6,6,72,1
40,332,0,5,2,0,0,0,12,2,339,1
31,554,1,0,0,0,0,8,5,1,94,1
39,0,0,3,0,0,0,2,24,21,21,1
36,542,0,0,0,0,0,1,18,6,604,1
37,393,0,2,0,0,1,0,13,1,95,1
48,134,0,5,2,0,0,0,28,2,315,1
34,178,0,1,1,0,0,5,18,1,85,1
24,0,1,11,2,1,0,1,5,26,25,1
33,23,1,3,1,1,0,3,20,3,216,1
54,0,0,1,0,1,0,5,16,1,986,1
56,202,0,0,2,0,0,0,9,2,178,1
41,647,2,3,1,0,0,0,16,1,270,1
46,143,0,5,2,0,0,0,7,1,279,1
27,1928,1,2,0,1,1,2,15,5,513,1
32,1630,1,0,0,0,0,7,30,1,122,1
40,102,0,4,0,1,0,0,6,1,168,1
38,0,2,5,2,1,0,1,12,2,49,1
36,1790,0,5,0,0,0,10,16,2,386,1
33,0,1,3,1,1,0,0,27,1,277,1
31,1675,1,3,1,1,0,11,2,2,114,1
34,-745,0,5,0,0,1,2,11,2,131,1
34,-56,0,10,0,0,0,0,19,3,248,1
45,0,0,0,0,1,0,3,14,2,113,1
52,2396,0,5,2,0,0,0,15,7,48,1
37,223,1,2,1,0,0,0,28,1,25,1
30,5956,0,5,2,0,1,5,20,1,405,1
35,122,1,1,1,1,0,10,20,5,49,1
31,4888,1,1,0,0,0,0,5,4,475,1
47,183,0,8,2,1,0,3,13,1,144,1
32,0,0,7,1,0,1,5,18,1,95,1
32,-262,2,1,0,0,0,3,28,24,85,1
39,169,1,5,0,0,0,0,9,1,38,1
31,3364,0,5,0,0,0,5,20,1,290,1
31,15,0,1,1,1,0,1,2,1,389,1
44,126,0,3,1,0,0,0,13,1,92,1
40,1953,0,7,1,0,0,1,6,5,112,1
77,1385,0,4,2,1,0,11,8,4,160,1
34,261,0,5,0,0,0,8,3,5,88,1
48,178,0,1,0,0,0,1,17,4,320,1
31,1819,1,1,0,0,0,0,15,2,226,1
31,0,1,3,1,1,0,3,19,4,155,1
32,6337,1,5,0,0,0,5,19,2,126,1
42,214,0,0,0,0,0,0,28,24,21,1
35,0,1,3,1,1,0,3,25,6,81,1
57,1153,0,7,2,0,1,1,9,6,238,1
56,415,0,4,0,1,0,3,22,2,158,1
34,101,0,3,1,1,0,3,8,2,472,1
52,1490,0,1,0,1,1,1,17,4,420,1
31,779,1,0,0,0,1,10,3,2,219,1
42,2036,1,1,0,0,0,5,19,2,259,1
46,333,0,5,2,0,0,2,31,4,284,1
32,963,0,1,0,1,0,3,28,13,15,1
47,4709,0,5,0,1,0,3,22,4,78,1
46,1074,2,5,0,0,0,0,14,2,277,1
41,90,1,0,0,0,0,0,15,2,77,1
42,243,1,0,0,0,0,0,14,5,46,1
31,414,0,10,1,1,0,3,14,5,169,1
47,0,1,0,1,1,0,7,29,1,137,1
60,2196,0,4,1,1,0,1,15,3,318,1
35,1416,1,7,1,0,0,0,6,1,100,1
46,281,2,2,0,0,1,0,6,1,267,1
40,518,0,2,0,1,0,2,17,1,84,1
48,3,0,9,3,1,0,3,19,2,104,1
52,36,0,5,2,1,0,3,13,2,109,1
50,9301,0,5,2,0,0,2,7,4,136,1
34,883,0,1,0,1,0,8,3,2,166,1
34,21,0,0,1,1,1,1,2,1,269,1
44,3091,0,3,1,0,0,1,17,4,331,1
44,2791,0,5,2,1,0,1,18,1,335,1
28,217,1,2,0,0,0,8,9,3,379,1
28,1579,1,10,1,1,0,4,14,3,122,1
29,0,0,3,0,0,0,1,2,4,85,1
29,314,1,11,0,1,0,3,13,3,485,1
55,655,0,3,1,1,0,2,28,6,167,1
31,212,0,0,0,0,0,2,18,3,191,1
31,523,1,0,0,1,1,8,2,1,323,1
32,111,1,3,1,0,0,0,8,2,162,1
31,1166,1,1,1,0,0,1,3,1,207,1
47,582,0,8,0,1,0,3,13,1,73,1
34,513,1,1,0,0,0,0,5,3,165,1
53,75,0,3,1,1,0,3,20,2,216,1
29,1992,1,0,0,1,0,10,12,2,119,1
50,2910,0,3,0,1,0,5,19,1,433,1
49,66,0,2,0,0,1,5,21,4,59,1
32,599,0,1,0,1,0,5,19,1,79,1
42,89,0,1,0,0,0,0,5,1,159,1
37,796,1,0,0,0,0,7,29,3,143,1
36,571,0,1,1,0,1,2,31,3,46,1
33,215,0,5,0,1,0,10,15,1,166,1
36,1088,0,5,0,0,0,0,13,2,77,1
30,271,0,2,0,0,0,0,15,1,365,1
57,11494,0,10,0,1,0,5,19,1,198,1
37,2741,0,0,1,1,0,1,16,4,204,1
25,1694,2,2,0,1,0,2,7,2,159,1
70,383,2,4,2,1,0,10,28,2,50,1
41,298,0,3,1,1,0,0,4,3,63,1
26,155,1,3,1,0,0,0,27,4,74,1
53,694,0,7,2,0,0,0,14,1,157,1
55,179,0,3,3,1,0,1,19,1,97,1
23,356,1,1,0,0,0,0,18,2,224,1
45,0,0,3,1,0,0,0,5,2,469,1
34,179,0,10,0,0,1,2,24,4,137,1
35,244,0,3,1,0,0,5,19,1,138,1
30,46,2,3,1,1,0,3,13,3,382,1
36,246,2,0,0,0,0,0,16,2,206,1
48,7,0,10,1,0,0,0,5,1,286,1
67,1746,2,4,2,1,0,3,5,1,134,1
35,992,1,1,1,0,0,3,26,1,79,1
38,4312,2,8,1,1,0,0,15,4,67,1
44,103,0,5,2,0,0,0,12,1,79,1
54,506,0,5,0,0,0,5,18,2,172,1
42,461,2,3,1,0,0,1,3,1,72,1
36,268,1,1,1,1,0,3,29,12,54,1
26,-454,1,1,0,1,1,2,18,2,652,1
35,365,0,3,1,1,0,5,21,2,168,1
33,2,2,1,0,0,0,0,7,2,600,1
58,1667,0,2,0,0,1,0,6,1,85,1
21,2265,1,5,0,1,0,0,27,4,156,1
34,4622,0,5,0,0,1,0,20,1,217,1
38,0,1,5,0,1,0,3,13,2,255,1
41,188,0,1,0,1,1,2,31,25,15,1
36,0,1,3,0,1,0,3,13,5,333,1
38,592,1,10,0,1,0,0,6,1,275,1
25,-276,0,1,0,0,0,1,4,1,105,1
34,1254,0,1,0,1,0,0,6,3,77,1
34,652,0,1,0,0,1,2,18,4,50,1
45,192,0,5,0,0,0,0,13,5,154,1
30,148,1,1,0,0,1,0,15,5,115,1
42,1812,0,1,0,0,0,2,31,2,84,1
50,3478,0,6,0,0,0,0,13,3,342,1
33,264,0,1,0,1,0,3,28,4,180,1
35,71,0,3,1,0,0,10,30,2,510,1
59,1376,0,5,0,1,1,0,9,4,61,1
38,668,0,5,2,1,0,0,8,1,238,1
33,703,0,2,0,1,0,5,18,2,160,1
45,-25,2,1,3,1,1,2,3,3,158,1
37,48,1,6,0,1,0,2,31,10,40,1
35,2453,1,1,1,0,0,3,13,2,119,1
41,0,1,5,2,0,0,0,16,5,522,1
33,133,0,3,1,0,0,0,26,4,308,1
30,277,1,3,1,0,0,0,8,1,166,1
49,78,0,8,2,1,0,2,10,1,139,1
39,517,0,3,0,0,0,5,18,3,387,1
44,1,2,7,0,1,0,2,31,4,388,1
38,7944,0,5,2,1,0,1,17,3,116,1
27,3,1,0,0,0,0,0,8,2,346,1
45,623,0,3,1,1,0,11,9,3,405,1
40,290,2,3,1,0,0,0,27,1,184,1
53,8918,0,2,2,0,0,2,23,2,173,1
32,41,1,3,1,0,0,0,7,1,449,1
34,199,0,5,0,0,0,0,8,3,627,1
29,100,0,5,0,0,1,0,6,4,152,1
34,313,1,2,0,0,0,2,14,3,634,1
40,419,0,0,0,0,1,0,12,1,92,1
44,0,0,1,0,0,0,0,30,3,243,1
36,0,1,3,1,1,1,5,18,1,300,1
39,437,0,1,1,1,0,0,27,2,186,1
58,1357,0,5,2,0,0,0,13,2,150,1
37,1610,0,1,0,1,0,1,16,2,140,1
31,0,0,3,1,0,0,0,4,2,108,1
46,709,2,5,0,0,0,2,18,4,100,1
26,10086,1,11,1,1,0,2,8,3,475,1
37,0,0,2,0,0,0,2,14,4,330,1
39,-311,0,2,0,0,0,0,6,2,55,1
36,9324,0,3,1,0,0,9,30,8,138,1
29,7832,0,3,1,0,0,0,27,2,304,1
47,191,2,1,0,1,0,3,19,5,228,1
47,6637,0,3,1,0,0,10,17,2,174,1
44,0,1,2,0,0,0,0,14,1,198,1
24,172,1,0,0,1,0,8,3,1,114,1
30,1131,0,5,0,0,1,5,18,1,189,1
55,797,1,3,1,1,0,2,29,2,24,1
41,120,0,0,0,1,1,2,8,1,489,1
57,215,0,0,2,0,1,2,17,2,210,1
34,425,0,5,2,0,0,2,16,7,1389,1
31,476,1,0,0,1,0,8,9,2,284,1
56,29,2,7,2,1,0,7,29,2,52,1
53,527,0,3,3,0,0,2,23,3,71,1
33,0,1,3,1,1,0,3,27,4,191,1
67,1093,0,0,2,1,0,2,8,3,64,1
53,70,0,8,2,1,0,3,21,8,77,1
41,39,0,8,2,1,0,3,21,4,299,1
46,296,0,8,2,0,0,1,20,4,205,1
58,1464,0,0,0,0,1,1,5,29,53,1
39,2226,0,5,2,0,0,0,6,1,158,1
30,1286,1,1,0,1,0,3,28,12,44,1
37,-738,0,5,2,0,0,0,5,1,303,1
45,3643,0,3,1,1,0,5,21,1,162,1
50,5260,0,8,1,0,0,2,24,2,51,1
30,3096,1,1,0,0,0,3,11,4,272,1
29,-312,0,5,0,0,1,0,14,2,130,1
32,286,0,10,2,0,0,3,6,1,175,1
37,89,0,3,1,0,0,0,19,10,162,1
26,-72,1,2,0,0,0,1,30,9,82,1
51,4305,1,3,1,0,0,0,4,1,126,1
38,1487,0,0,2,1,0,1,9,2,332,1
72,0,2,4,2,1,0,3,28,1,359,1
42,-78,2,1,0,0,1,2,29,23,10,1
57,3495,1,5,2,1,1,5,19,3,362,1
22,3317,1,11,3,1,0,3,10,1,148,1
46,1906,0,3,1,1,0,3,28,6,44,1
32,2996,0,6,0,0,0,0,19,1,68,1
42,446,0,1,1,1,0,3,6,3,286,1
37,1590,0,5,0,1,0,1,12,2,305,1
27,5214,1,10,1,0,0,0,28,1,94,1
30,134,0,3,1,0,0,0,19,1,70,1
34,8,0,3,1,1,0,3,25,4,169,1
56,3120,0,3,1,0,0,3,7,2,666,1
54,171,0,2,0,1,1,2,14,8,673,1
57,39,0,3,0,0,0,0,15,2,114,1
56,171,0,3,1,1,1,2,17,2,610,1
41,-140,0,2,0,1,1,1,6,1,190,1
32,728,1,3,1,0,0,0,21,1,125,1
34,1637,0,2,0,0,0,5,21,4,107,1
30,-143,1,2,0,0,0,0,15,1,85,1
42,802,2,1,1,1,0,7,28,2,119,1
40,795,0,8,1,0,0,0,29,3,725,1
36,265,1,1,0,0,1,0,5,1,348,1
42,2567,0,2,2,0,0,0,19,2,401,1
34,3402,0,3,1,1,0,1,3,2,88,1
30,1336,2,2,0,0,0,0,18,3,13,1
35,306,0,5,0,1,0,1,20,8,12,1
44,10984,1,5,2,1,0,1,20,18,258,1
46,526,0,0,0,1,1,2,31,3,251,1
38,563,0,2,1,0,0,0,7,2,251,1
32,0,1,2,1,1,0,3,28,12,23,1
34,0,0,3,1,1,0,3,29,2,120,1
53,3107,2,2,2,1,0,1,5,1,152,1
38,0,0,2,2,1,0,2,28,3,33,1
54,1146,0,3,1,0,0,3,12,2,205,1
32,5252,1,5,0,0,0,5,20,2,232,1
33,1195,0,3,1,0,0,0,13,4,355,1
46,488,0,1,0,1,0,1,5,1,92,1
49,1887,0,3,1,1,0,5,18,3,244,1
37,49,0,3,1,1,1,3,22,1,132,1
40,280,0,5,0,0,0,0,8,2,435,1
35,-461,0,5,0,1,0,0,23,1,339,1
26,633,2,2,2,0,0,0,27,2,326,1
27,3955,1,5,2,0,0,0,28,3,205,1
39,-233,0,3,1,0,0,5,19,1,249,1
31,1626,1,2,1,1,0,2,31,1,15,1
53,1103,0,5,0,0,1,8,4,2,101,1
50,223,2,7,1,1,0,2,7,5,264,1
36,-175,1,5,0,0,0,0,15,2,180,1
46,-3,0,5,0,0,0,0,9,2,92,1
36,0,0,2,1,0,0,0,8,1,52,1
38,3918,0,8,2,1,0,3,27,3,101,1
44,284,0,3,1,0,1,2,10,5,109,1
56,4577,0,4,0,1,0,3,29,2,133,1
37,876,1,3,1,0,0,10,15,4,140,1
51,3754,0,5,2,1,1,3,13,3,202,1
41,128,0,1,0,0,0,3,27,2,100,1
55,0,2,1,1,0,0,0,30,1,234,1
38,547,2,3,1,0,0,0,14,4,137,1
21,243,1,3,1,1,1,1,17,2,181,1
40,3571,0,7,1,1,0,1,9,3,222,1
39,130,0,1,0,1,0,2,8,2,202,1
30,-529,0,5,0,0,0,0,12,4,416,1
28,1636,1,2,0,0,0,0,18,1,97,1
58,12180,0,2,0,1,0,1,16,5,121,1
50,297,0,6,0,0,0,2,31,10,29,1
32,413,1,5,0,0,0,5,19,1,270,1
44,285,1,1,0,0,0,0,12,3,373,1
47,19,0,1,0,0,0,0,6,2,105,1
45,44,0,9,2,1,0,1,11,1,81,1
48,62,2,2,0,0,0,0,8,1,561,1
60,79,0,3,1,1,0,1,11,3,48,1
45,226,0,5,0,1,0,8,4,2,170,1
31,2388,1,1,0,1,0,3,5,1,123,1
30,98,1,0,0,0,0,2,23,5,100,1
52,48,0,3,2,1,0,1,9,2,135,1
31,255,0,5,0,0,1,0,18,1,295,1
53,2,0,5,0,0,0,0,16,2,851,1
47,643,0,5,2,0,0,1,20,6,18,1
42,13410,0,1,1,1,1,3,14,2,149,1
57,0,0,0,3,0,0,0,15,2,215,1
35,3443,2,10,0,1,0,2,30,4,409,1
47,2946,0,6,2,1,0,1,5,1,60,1
37,21,0,3,1,0,0,0,29,2,52,1
55,1212,0,6,2,1,0,3,31,1,241,1
58,2183,0,3,1,0,0,2,22,1,209,1
33,135,0,7,0,0,0,10,17,1,114,1
29,5903,0,5,0,0,0,0,8,1,194,1
41,271,2,6,0,0,0,1,19,2,196,1
53,303,0,4,0,0,0,0,6,2,593,1
41,7264,1,7,2,1,1,2,1,3,125,1
42,0,0,6,1,1,0,4,8,1,113,1
52,204,0,0,2,1,0,3,19,2,123,1
42,444,2,2,0,1,0,5,21,1,171,1
33,-27,1,2,0,0,0,0,26,1,165,1
44,287,1,5,2,1,0,7,29,1,301,1
53,800,0,3,1,1,0,5,18,1,90,1
35,4645,1,1,0,0,0,7,11,3,502,1
47,1481,0,7,3,0,0,0,6,2,64,1
59,1575,0,0,0,0,0,0,12,3,301,1
31,5691,1,3,1,0,0,5,21,2,37,1
40,294,0,3,1,0,0,2,23,5,97,1
55,154,0,3,1,1,0,0,11,2,70,1
41,3950,1,10,1,0,0,0,30,2,96,1
46,624,0,5,0,0,0,10,16,1,201,1
35,-504,2,2,0,1,0,2,10,1,228,1
46,111,2,1,0,0,0,5,19,3,178,1
31,1131,0,5,0,0,1,10,15,1,126,1
49,322,0,3,1,1,0,3,6,4,72,1
37,0,0,1,0,0,0,10,16,4,657,1
41,-89,1,1,1,0,0,8,3,4,195,1
42,3,0,5,0,0,0,0,14,1,34,1
34,1313,1,1,0,1,0,10,19,4,237,1
55,462,0,1,0,1,0,3,11,2,116,1
49,11,0,6,2,0,0,2,31,8,166,1
59,3163,0,1,2,0,0,0,29,2,240,1
26,2,1,1,0,0,1,0,15,1,461,1
43,3157,0,10,1,1,0,10,21,2,381,1
35,4348,1,3,1,0,0,10,2,3,1074,1
43,-391,0,3,1,0,0,2,28,8,193,1
51,7816,0,5,1,0,0,0,12,2,76,1
29,5763,1,1,0,1,1,1,5,2,271,1
42,240,0,10,0,0,0,8,4,1,183,1
73,508,0,4,2,1,0,1,14,4,154,1
39,2,0,2,0,0,0,2,25,10,174,1
39,1654,0,3,1,1,1,5,21,1,151,1
44,860,0,7,0,0,1,0,6,2,96,1
30,154,1,0,0,0,0,5,21,2,24,1
32,281,0,0,1,0,0,0,6,1,226,1
57,427,0,4,0,1,0,7,29,1,246,1
55,467,0,5,0,1,0,3,25,5,129,1
24,91,1,10,1,0,0,0,15,2,134,1
41,1319,0,2,0,0,0,0,11,1,305,1
39,259,0,0,1,0,0,0,19,1,27,1
52,-488,0,10,0,0,0,0,29,1,322,1
28,60,1,2,0,1,1,7,29,1,248,1
56,405,0,3,2,1,0,2,21,2,251,1
33,177,0,1,0,0,1,0,12,8,22,1
41,-412,0,3,1,0,0,7,29,1,85,1
32,282,0,3,1,1,0,3,22,2,92,1
50,6181,0,8,1,1,0,1,17,2,1162,1
28,373,1,2,0,0,0,0,18,2,115,1
36,-92,0,3,1,1,1,5,18,3,196,1
36,49,0,5,2,0,0,0,15,2,232,1
53,0,0,8,2,1,0,1,24,8,51,1
40,-283,0,0,0,1,0,1,20,2,253,1
34,1313,1,1,0,1,0,3,12,1,176,1
35,2452,1,0,0,0,0,1,5,2,91,1
55,517,0,1,0,0,1,0,19,4,61,1
49,350,0,3,1,1,0,3,12,6,238,1
57,1623,0,4,2,0,1,2,18,1,246,1
44,-435,1,5,0,0,0,0,27,2,141,1
57,333,0,4,2,1,0,3,22,2,336,1
36,3770,0,3,1,0,0,2,31,4,150,1
53,778,2,2,2,0,0,10,17,2,221,1
25,483,1,0,0,1,1,10,30,1,68,1
26,2170,1,6,1,1,0,8,3,1,317,1
33,541,1,3,1,0,1,0,21,1,572,1
33,205,0,0,1,1,0,2,1,2,156,1
29,2269,1,1,1,0,0,10,20,1,53,1
34,0,2,0,0,0,0,0,6,1,153,1
46,973,2,2,3,1,0,8,2,1,297,1
25,894,0,0,0,0,0,0,28,1,328,1
57,-12,0,4,2,1,1,3,12,8,80,1
50,0,0,3,1,1,0,7,30,1,199,1
48,5154,0,5,2,0,0,0,14,1,70,1
32,-32,1,0,0,1,0,7,29,1,320,1
45,999,1,5,2,1,0,7,29,2,182,1
32,24,0,2,0,0,1,0,12,1,185,1
34,0,0,3,1,0,0,0,20,1,150,1
56,771,0,5,0,0,1,1,19,1,254,1
49,1350,1,3,1,0,1,0,11,1,716,1
54,19,0,0,1,1,0,3,26,2,131,1
44,709,1,3,1,0,0,5,19,1,54,1
35,2040,1,5,2,1,0,5,21,1,258,1
31,303,0,3,1,0,0,0,14,1,143,1
34,-311,0,3,0,0,0,0,27,2,305,1
38,690,1,3,1,0,0,0,20,1,34,1
56,2551,0,3,1,0,0,5,17,2,150,1
49,-142,0,1,0,0,1,2,23,4,73,1
44,-448,0,5,0,0,0,1,18,2,149,1
33,99,0,0,1,0,1,5,18,2,55,1
33,18,1,1,0,1,0,3,22,2,93,1
29,37,1,2,0,1,1,2,17,2,309,1
34,3868,0,5,2,0,0,0,18,1,134,1
57,5041,2,5,2,0,0,10,16,1,284,1
34,260,0,0,0,1,0,7,28,1,50,1
55,67,0,5,0,1,0,2,8,2,267,1
47,157,2,1,0,0,0,3,25,8,163,1
48,1513,0,5,0,1,1,2,17,1,1171,1
36,1044,1,1,0,0,0,3,20,19,15,1
34,113,0,5,0,0,0,0,13,2,16,1
43,245,0,5,3,0,0,10,16,1,829,1
55,505,0,3,1,0,0,10,17,1,58,1
58,92,0,0,0,0,0,0,27,1,180,1
62,3685,0,10,1,1,0,8,3,3,181,1
32,1636,0,3,1,0,0,5,18,1,124,1
35,0,0,3,1,0,0,0,5,1,310,1
33,349,1,3,1,1,0,3,22,1,182,1
54,3067,0,1,2,0,0,2,29,3,222,1
41,338,0,5,0,0,0,0,14,1,87,1
58,282,0,4,2,0,0,2,28,4,40,1
34,1190,1,3,1,1,0,8,3,7,18,1
58,73,0,5,2,1,0,1,17,1,116,1
30,384,0,1,0,1,0,3,25,3,73,1
40,-388,0,5,2,0,0,0,4,3,195,1
35,354,0,3,1,1,1,8,9,4,117,1
37,192,1,0,0,0,0,0,23,2,105,1
32,70,1,5,0,0,0,0,26,6,118,1
33,22,0,2,0,0,0,0,5,1,71,1
48,335,0,1,0,1,0,1,17,3,214,1
46,2775,2,5,2,1,1,2,8,1,188,1
35,592,1,3,1,1,1,0,14,1,192,1
32,1271,1,3,1,0,0,0,20,1,51,1
30,48,1,10,1,1,0,0,27,2,144,1
46,0,0,1,1,1,0,1,6,1,159,1
27,4869,1,11,1,0,0,0,15,2,258,1
40,737,0,5,0,0,0,0,30,2,135,1
60,83,0,7,2,0,0,2,17,2,302,1
28,1104,1,0,1,0,0,2,28,7,73,1
27,5,1,0,3,0,0,2,17,2,225,1
31,23,1,5,0,1,0,5,21,1,116,1
28,1137,0,5,0,1,0,8,6,4,129,1
27,181,1,5,0,1,0,0,13,1,147,1
36,8267,2,6,0,1,0,1,18,2,321,1
41,871,0,1,0,0,0,0,6,1,145,1
30,1824,1,2,0,0,0,2,21,2,153,1
52,4,1,3,1,1,1,2,28,9,30,1
35,421,0,0,0,0,0,5,18,1,350,1
37,561,1,8,1,1,0,5,18,1,188,1
37,1498,0,2,0,0,0,10,20,1,107,1
48,657,2,3,1,1,1,7,29,2,251,1
38,0,0,6,0,1,0,2,24,2,168,1
44,9192,2,1,1,0,0,1,6,3,59,1
43,7876,0,1,0,0,0,3,11,2,209,1
35,0,1,5,0,0,0,8,9,3,226,1
40,192,0,1,0,1,0,3,7,2,266,1
42,803,0,5,2,0,0,0,7,2,171,1
51,1694,0,5,2,1,0,3,13,2,186,1
46,5559,0,3,0,1,0,1,17,1,483,1
40,737,2,5,2,0,1,0,12,1,102,1
51,174,0,8,3,1,0,2,29,3,308,1
24,931,1,10,1,0,0,0,28,4,200,1
31,95,0,1,1,1,0,5,21,6,48,1
41,0,0,7,2,1,0,1,16,2,630,1
34,4367,1,1,0,1,0,3,13,2,121,1
31,68,0,5,2,0,0,0,8,1,226,1
31,1308,1,3,1,1,0,3,22,3,323,1
52,353,2,4,2,1,0,2,31,4,395,1
38,-40,0,5,0,0,0,0,23,1,227,1
31,0,0,5,0,0,0,0,9,1,133,1
34,-312,0,0,0,0,0,0,9,1,232,1
22,549,1,11,3,1,0,11,2,1,154,1
60,8837,0,2,0,0,0,0,16,4,144,1
28,1020,0,5,0,0,0,0,28,1,251,1
31,3540,0,0,0,0,0,5,21,1,441,1
32,663,0,3,1,1,1,2,22,3,62,1
77,2590,0,4,2,1,0,8,15,5,112,1
70,4982,0,4,2,1,0,0,4,2,794,1
29,6,0,2,1,0,0,0,28,2,143,1
34,118,0,3,1,1,1,2,17,3,171,1
38,-258,2,5,2,0,0,0,14,2,134,1
45,-221,0,5,0,0,1,1,3,1,170,1
40,2596,0,3,0,1,0,1,12,1,236,1
34,467,0,5,0,0,0,0,13,2,195,1
30,3100,2,1,0,0,0,5,20,1,125,1
56,722,2,3,1,1,0,8,19,3,134,1
50,797,0,1,0,0,0,0,6,1,354,1
53,476,0,1,1,0,0,7,28,1,160,1
48,558,0,9,3,1,0,3,25,6,433,1
53,162,0,7,0,0,0,0,7,2,270,1
27,1842,1,1,0,0,1,0,18,2,687,1
46,2348,0,5,0,1,0,5,17,1,182,1
54,11,0,4,2,0,1,3,18,10,48,1
36,2103,0,5,0,1,1,1,26,1,71,1
31,967,1,1,1,1,0,5,21,3,210,1
58,116,0,1,0,1,0,1,16,3,580,1
48,2805,2,2,2,1,1,2,23,2,212,1
29,1386,0,2,0,0,0,0,28,1,166,1
57,0,2,3,3,1,0,9,27,1,102,1
37,0,0,0,0,0,0,2,22,1,185,1
53,90,0,3,0,0,0,10,20,5,67,1
58,37,0,3,0,1,0,3,18,11,84,1
33,7,0,0,0,0,0,10,17,1,612,1
38,676,0,3,1,1,0,0,15,3,59,1
28,3817,1,5,0,0,0,0,4,3,528,1
28,144,1,0,0,1,1,2,8,1,136,1
37,230,1,3,1,0,1,8,2,2,120,1
27,0,1,3,1,0,0,0,19,1,352,1
36,1109,0,1,1,1,0,3,13,2,328,1
53,2925,0,2,0,0,0,0,15,4,1392,1
26,397,1,2,0,1,0,7,29,1,268,1
59,865,1,6,0,1,0,8,4,1,1086,1
31,816,1,1,0,1,0,1,9,2,100,1
59,396,0,3,2,0,0,1,2,3,72,1
